Customer ID,Total_Orders,Total_Revenue,Total_Profit,Total_Quantity,Avg_Order_Value,Avg_Discount,First_Order,Last_Order,Unique_Products,Unique_Categories,Avg_Profit_Margin,Recency (Days),Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer Segment,Customer Name,Segment
LS-17245,6,1008.14,348.36,47,84.01,0.08,2014-10-16,2017-11-26,12,3,35.77,34,6,1008.14,4,3,2,9,Potential Loyalists,Lynn Smith,Consumer
LT-16765,3,329.88,59.04,8,109.96,0.13,2014-09-01,2017-12-04,3,2,23.42,26,3,329.88,5,1,1,7,New Customers,Larry Tron,Consumer
LT-17110,8,2936.25,320.97,63,209.73,0.25,2014-06-01,2017-11-26,14,3,-4.91,34,8,2936.25,4,4,4,12,Loyal Customers,Liz Thompson,Consumer
LW-16825,5,2238.06,32.58,50,149.2,0.21,2014-05-30,2017-10-03,15,3,1.06,88,5,2238.06,3,2,3,8,Need Attention,Laurel Workman,Corporate
LW-16990,6,3230.31,662.83,38,293.66,0.11,2016-05-05,2017-11-27,11,3,25.91,33,6,3230.31,4,3,4,11,Loyal Customers,Lindsay Williams,Corporate
LW-17125,3,1259.04,192.63,15,251.81,0.0,2014-09-11,2017-06-08,5,3,24.6,205,3,1259.04,2,1,2,5,Lost/Hibernating,Liz Willingham,Consumer
LW-17215,7,5420.51,837.24,59,361.37,0.17,2014-09-12,2017-12-09,15,3,11.04,21,7,5420.51,5,4,5,14,Champions,Luke Weiss,Consumer
MA-17560,11,4299.16,1240.23,117,126.45,0.09,2014-08-08,2017-10-27,34,3,30.29,64,11,4299.16,3,5,5,13,Champions,Matt Abelman,Home Office
MA-17995,6,2453.28,280.78,42,204.44,0.04,2014-09-20,2017-06-27,12,3,31.45,186,6,2453.28,2,3,3,8,At Risk,Michelle Arnett,Home Office
MB-17305,10,1548.7,212.42,63,81.51,0.17,2014-08-08,2017-11-12,19,3,15.83,48,10,1548.7,4,5,2,11,Loyal Customers,Maria Bertelson,Consumer
MB-18085,7,1428.23,117.81,39,142.82,0.2,2014-01-05,2017-11-16,10,3,12.27,44,7,1428.23,4,4,2,10,Loyal Customers,Mick Brown,Consumer
MC-17275,8,2725.98,461.0,54,209.69,0.13,2014-09-08,2017-10-15,13,2,13.03,76,8,2725.98,3,4,3,10,Loyal Customers,Marc Crier,Consumer
MC-17425,5,4432.14,1802.39,48,443.21,0.12,2014-05-30,2016-11-26,10,3,30.62,399,5,4432.14,1,2,5,8,Cant Lose Them,Mark Cousins,Corporate
MC-17575,8,1303.89,210.75,40,118.54,0.29,2014-12-02,2017-12-03,11,2,-18.23,27,8,1303.89,4,4,2,10,Loyal Customers,Matt Collins,Consumer
MC-17590,6,2426.07,288.98,47,142.71,0.17,2014-05-20,2017-11-09,17,3,13.01,51,6,2426.07,4,3,3,10,Loyal Customers,Matt Collister,Corporate
MC-17605,8,2258.19,195.45,60,125.46,0.22,2014-03-19,2017-09-09,18,3,9.32,112,8,2258.19,2,4,3,9,At Risk,Matt Connell,Corporate
MC-17635,4,795.15,-247.94,33,99.39,0.18,2014-11-28,2017-06-24,8,2,3.53,189,4,795.15,2,1,1,4,Lost/Hibernating,Matthew Clasen,Corporate
MC-17845,7,3805.71,698.42,45,271.84,0.1,2014-07-05,2017-12-29,14,3,26.86,1,7,3805.71,5,4,4,13,Champions,Michael Chen,Consumer
MC-18100,10,2218.98,-64.17,73,116.79,0.27,2014-06-18,2017-11-19,19,3,-16.15,41,10,2218.98,4,5,3,12,Loyal Customers,Mick Crebagga,Consumer
MC-18130,5,1582.0,121.76,34,143.82,0.05,2014-09-19,2016-12-26,11,3,24.09,369,5,1582.0,1,2,2,5,Lost/Hibernating,Mike Caudle,Corporate
MD-17350,7,3766.38,-241.95,64,221.55,0.33,2014-11-05,2017-09-04,17,3,-16.74,117,7,3766.38,2,4,4,10,Loyal Customers,Maribeth Dona,Consumer
MD-17860,5,1204.91,-4.04,45,150.61,0.29,2014-12-02,2017-11-24,8,2,-10.86,36,5,1204.91,4,2,2,8,New Customers,Michael Dominguez,Corporate
ME-17320,10,10663.73,1859.47,82,484.71,0.13,2014-01-06,2017-11-18,22,3,1.57,42,10,10663.73,4,5,5,14,Champions,Maria Etezadi,Home Office
ME-17725,8,1908.45,77.81,46,146.8,0.22,2014-07-12,2017-12-02,13,3,-10.42,28,8,1908.45,4,4,3,11,Loyal Customers,Max Engle,Consumer
ME-18010,4,1256.94,107.36,15,209.49,0.17,2014-07-21,2017-09-29,6,2,16.21,92,4,1256.94,3,2,2,7,Need Attention,Michelle Ellison,Corporate
MF-17665,5,937.04,-341.53,36,117.13,0.14,2014-12-30,2016-11-04,8,2,18.24,421,5,937.04,1,2,1,4,Lost/Hibernating,Maureen Fritzler,Corporate
MF-18250,5,1758.3,456.86,38,146.52,0.07,2014-09-15,2017-12-23,12,3,29.19,7,5,1758.3,5,2,3,10,Loyal Customers,Monica Federle,Corporate
MG-17650,7,3785.28,341.9,57,270.38,0.13,2014-08-09,2017-12-01,14,3,17.69,29,7,3785.28,4,4,4,12,Loyal Customers,Matthew Grinstein,Home Office
MG-17680,4,2350.19,25.89,25,235.02,0.22,2014-10-22,2017-09-29,10,3,5.01,92,4,2350.19,3,2,3,8,Need Attention,Maureen Gastineau,Home Office
MG-17695,3,1342.28,-398.79,23,191.75,0.26,2014-12-26,2016-06-23,7,2,-28.64,555,3,1342.28,1,1,2,4,Lost/Hibernating,Maureen Gnade,Consumer
MG-17875,5,1242.83,-470.77,23,177.55,0.24,2014-02-23,2017-09-05,7,2,-15.18,116,5,1242.83,2,2,2,6,Lost/Hibernating,Michael Grace,Home Office
MG-17890,9,776.38,171.74,35,59.72,0.12,2014-12-29,2017-09-22,13,3,15.15,99,9,776.38,3,5,1,9,Potential Loyalists,Michael Granlund,Home Office
MG-18145,4,3061.54,-93.6,42,382.69,0.19,2014-03-29,2017-10-07,8,3,0.58,84,4,3061.54,3,2,4,9,Need Attention,Mike Gockenbach,Consumer
MG-18205,1,16.74,-1.25,8,8.37,0.45,2017-04-10,2017-04-10,2,2,-27.5,264,1,16.74,1,1,1,3,Lost/Hibernating,Mitch Gastineau,Corporate
MH-17290,6,2394.02,28.76,55,184.16,0.19,2014-04-26,2017-09-02,13,3,11.1,119,6,2394.02,2,3,3,8,At Risk,Marc Harrigan,Home Office
MH-17440,4,400.02,61.43,25,44.45,0.08,2014-02-04,2016-12-19,9,2,35.19,376,4,400.02,1,2,1,4,Lost/Hibernating,Mark Haberlin,Corporate
MH-17455,8,2456.18,484.77,45,223.29,0.16,2014-07-11,2017-10-06,11,3,18.45,85,8,2456.18,3,4,3,10,Loyal Customers,Mark Hamilton,Consumer
MH-17620,4,1252.8,122.36,19,208.8,0.23,2015-12-05,2017-07-28,6,3,-4.62,155,4,1252.8,2,2,2,6,Lost/Hibernating,Matt Hagelstein,Corporate
MH-17785,7,2203.78,238.56,42,200.34,0.07,2014-05-27,2017-09-23,11,2,24.3,98,7,2203.78,3,4,3,10,Loyal Customers,Maya Herman,Corporate
MH-18025,5,2984.95,476.9,31,298.49,0.13,2014-07-08,2017-11-11,10,2,4.69,49,5,2984.95,4,2,4,10,Loyal Customers,Michelle Huthwaite,Consumer
MH-18115,9,5503.09,170.97,79,250.14,0.17,2016-08-23,2017-12-25,22,3,11.61,5,9,5503.09,5,5,5,15,Champions,Mick Hernandez,Home Office
MJ-17740,7,6320.75,1054.55,50,421.38,0.21,2015-06-09,2017-12-08,15,2,12.37,22,7,6320.75,5,4,5,14,Champions,Max Jones,Consumer
MK-17905,8,2302.37,-405.36,73,135.43,0.3,2014-11-18,2017-12-02,17,3,-17.36,28,8,2302.37,4,4,3,11,Loyal Customers,Michael Kennedy,Corporate
MK-18160,4,1031.6,227.83,43,93.78,0.08,2014-12-19,2017-05-04,11,2,24.08,240,4,1031.6,1,2,2,5,Lost/Hibernating,Mike Kennedy,Consumer
ML-17395,9,2722.84,684.92,72,136.14,0.17,2014-02-14,2017-10-22,20,3,11.22,69,9,2722.84,3,5,3,11,Loyal Customers,Marina Lichtenstein,Corporate
ML-17410,6,2921.5,-76.18,51,194.77,0.17,2014-11-14,2017-11-06,15,3,14.45,54,6,2921.5,3,3,4,10,Loyal Customers,Maris LaWare,Consumer
ML-17755,7,2071.91,409.51,53,159.38,0.11,2016-08-04,2017-12-01,13,3,26.13,29,7,2071.91,4,4,3,11,Loyal Customers,Max Ludwig,Home Office
ML-18040,3,742.08,138.72,18,185.52,0.25,2017-03-26,2017-10-12,4,3,-14.62,79,3,742.08,3,1,1,5,Need Attention,Michelle Lonsdale,Corporate
ML-18265,2,162.23,42.66,7,54.08,0.07,2015-05-31,2017-09-21,3,2,21.75,100,2,162.23,3,1,1,5,Need Attention,Muhammed Lee,Consumer
MM-17260,4,1314.02,178.4,17,219.0,0.13,2014-05-28,2017-07-15,6,2,22.25,168,4,1314.02,2,2,2,6,Lost/Hibernating,Magdelene Morse,Consumer
MM-17920,11,3794.08,82.12,68,237.13,0.18,2014-01-13,2017-12-23,16,3,-1.69,7,11,3794.08,5,5,4,14,Champions,Michael Moore,Consumer
MM-18055,8,2749.88,-520.34,73,144.73,0.21,2014-04-11,2017-10-30,19,3,0.95,61,8,2749.88,3,4,3,10,Loyal Customers,Michelle Moray,Consumer
MM-18280,9,775.41,58.89,32,64.62,0.14,2014-01-20,2017-10-06,12,3,17.88,85,9,775.41,3,5,1,9,Potential Loyalists,Muhammed MacIntyre,Corporate
MN-17935,6,2477.95,290.82,36,247.79,0.26,2014-02-16,2017-11-26,10,3,-12.35,34,6,2477.95,4,3,3,10,Loyal Customers,Michael Nguyen,Consumer
MO-17500,4,922.49,59.36,15,184.5,0.22,2014-11-28,2017-10-19,5,3,8.2,72,4,922.49,3,2,1,6,Need Attention,Mary O'Rourke,Consumer
MO-17800,8,1687.03,169.34,49,153.37,0.16,2015-09-17,2017-09-17,11,3,6.69,104,8,1687.03,2,4,2,8,At Risk,Meg O'Connel,Home Office
MO-17950,2,154.29,-82.01,14,38.57,0.35,2015-04-02,2017-07-03,4,2,-64.69,180,2,154.29,2,1,1,4,Lost/Hibernating,Michael Oakman,Consumer
MP-17470,7,3206.13,600.29,77,229.01,0.12,2014-03-30,2016-01-11,14,3,26.24,719,7,3206.13,1,4,4,9,At Risk,Mark Packer,Home Office
MP-17965,9,3983.64,638.16,62,199.18,0.26,2015-04-18,2017-10-19,20,3,-13.01,72,9,3983.64,3,5,4,12,Loyal Customers,Michael Paige,Corporate
MP-18175,9,5087.92,226.45,78,267.79,0.16,2014-03-28,2017-12-14,19,3,12.36,16,9,5087.92,5,5,5,15,Champions,Mike Pelletier,Home Office
MR-17545,4,639.18,162.94,29,106.53,0.2,2014-09-03,2017-08-27,6,3,-0.25,125,4,639.18,2,2,1,5,Lost/Hibernating,Mathew Reese,Home Office
MS-17365,10,7443.69,844.94,105,310.15,0.16,2014-09-09,2017-04-01,24,3,7.36,273,10,7443.69,1,5,5,11,Loyal Customers,Maribeth Schnelling,Consumer
MS-17530,4,475.66,84.03,21,67.95,0.16,2014-11-04,2016-10-22,7,3,9.0,434,4,475.66,1,2,1,4,Lost/Hibernating,MaryBeth Skach,Consumer
MS-17710,6,1613.4,247.43,48,107.56,0.22,2014-03-24,2016-11-12,15,3,10.66,413,6,1613.4,1,3,2,6,At Risk,Maurice Satty,Consumer
MS-17770,9,3144.68,280.86,73,165.51,0.1,2014-07-04,2017-08-31,19,3,20.03,121,9,3144.68,2,5,4,11,Loyal Customers,Maxwell Schwartz,Consumer
MS-17830,4,370.35,19.43,14,74.07,0.18,2014-01-09,2016-10-04,5,3,20.95,452,4,370.35,1,2,1,4,Lost/Hibernating,Melanie Seite,Consumer
MS-17980,6,855.12,55.23,49,77.74,0.17,2014-06-30,2017-12-04,11,3,22.11,26,6,855.12,5,3,1,9,Potential Loyalists,Michael Stewart,Corporate
MT-17815,6,2890.14,509.01,31,289.01,0.13,2015-11-06,2017-11-11,10,3,16.42,49,6,2890.14,4,3,4,11,Loyal Customers,Meg Tillman,Consumer
MT-18070,4,1319.45,-23.68,44,119.95,0.24,2014-09-25,2017-06-10,11,3,-10.18,203,4,1319.45,2,2,2,6,Lost/Hibernating,Michelle Tran,Home Office
MV-17485,9,1560.05,189.03,52,104.0,0.24,2014-01-20,2017-12-03,15,2,-2.67,27,9,1560.05,4,5,2,11,Loyal Customers,Mark Van Huff,Consumer
MV-18190,7,1734.57,273.86,37,157.69,0.09,2014-01-30,2017-12-11,11,3,28.88,19,7,1734.57,5,4,2,11,Loyal Customers,Mike Vittorini,Consumer
MW-18220,7,5341.9,1238.42,51,381.56,0.08,2014-08-25,2017-12-13,14,3,19.48,17,7,5341.9,5,4,5,14,Champions,Mitch Webber,Consumer
MW-18235,2,5253.88,1665.52,13,1751.29,0.07,2014-05-21,2017-11-16,3,2,28.75,44,2,5253.88,4,1,5,10,Loyal Customers,Mitch Willingham,Corporate
MY-17380,7,2254.28,319.12,49,173.41,0.31,2015-10-26,2017-12-01,13,3,-3.8,29,7,2254.28,4,4,3,11,Loyal Customers,Maribeth Yedwab,Corporate
MY-18295,11,4152.7,-371.71,89,197.75,0.24,2014-04-28,2017-10-20,21,3,-0.07,71,11,4152.7,3,5,4,12,Loyal Customers,Muhammed Yedwab,Corporate
MZ-17335,4,593.61,85.02,11,98.93,0.07,2015-11-08,2017-11-30,6,3,24.04,30,4,593.61,4,2,1,7,New Customers,Maria Zettner,Home Office
MZ-17515,6,2564.91,787.75,39,256.49,0.28,2014-04-04,2017-03-23,10,3,-22.18,282,6,2564.91,1,3,3,7,At Risk,Mary Zewe,Corporate
NB-18580,2,273.87,24.79,7,136.94,0.1,2014-09-26,2014-10-22,2,2,9.0,1165,2,273.87,1,1,1,3,Lost/Hibernating,Nicole Brennan,Corporate
NB-18655,9,1972.6,117.64,64,116.04,0.17,2014-12-05,2017-12-11,17,3,15.14,19,9,1972.6,5,5,3,13,Champions,Nona Balk,Corporate
NC-18340,5,2461.4,580.31,54,144.79,0.04,2014-03-30,2017-05-20,17,2,29.41,224,5,2461.4,2,2,3,7,Cant Lose Them,Nat Carroll,Consumer
NC-18415,6,2218.99,-2204.81,38,158.5,0.26,2014-05-03,2017-11-19,14,3,-0.65,41,6,2218.99,4,3,3,10,Loyal Customers,Nathan Cano,Consumer
NC-18535,7,8241.74,1314.76,64,549.45,0.14,2014-07-23,2017-12-24,15,3,22.07,6,7,8241.74,5,4,5,14,Champions,Nick Crebassa,Corporate
NC-18625,5,1821.74,-359.02,29,202.42,0.24,2014-10-29,2017-06-09,9,3,6.12,204,5,1821.74,2,2,3,7,Cant Lose Them,Noah Childs,Corporate
ND-18370,9,4326.14,353.65,63,240.34,0.21,2014-01-13,2017-12-03,18,3,-5.83,27,9,4326.14,4,5,5,14,Champions,Natalie DeCherney,Consumer
ND-18460,6,2893.46,443.34,36,361.68,0.09,2014-02-06,2017-06-30,8,3,21.28,183,6,2893.46,2,3,4,9,At Risk,Neil Ducich,Corporate
NF-18385,7,8322.83,-1695.97,52,594.49,0.25,2014-02-11,2017-10-12,14,3,-6.67,79,7,8322.83,3,4,5,12,Loyal Customers,Natalie Fritzler,Consumer
NF-18475,4,377.16,85.93,13,94.29,0.25,2014-03-14,2016-07-23,4,2,-25.75,525,4,377.16,1,2,1,4,Lost/Hibernating,Neil Französisch,Home Office
NF-18595,7,2031.47,388.21,55,169.29,0.12,2014-04-19,2017-09-07,12,2,27.25,114,7,2031.47,2,4,3,9,At Risk,Nicole Fjeld,Home Office
NG-18355,5,1869.58,313.63,45,116.85,0.09,2014-11-24,2017-11-12,16,3,27.03,48,5,1869.58,4,2,3,9,New Customers,Nat Gilpin,Corporate
NG-18430,5,1395.94,217.09,41,155.1,0.11,2014-11-24,2017-11-12,9,2,28.72,48,5,1395.94,4,2,2,8,New Customers,Nathan Gelder,Consumer
NH-18610,7,2673.29,760.17,52,243.03,0.05,2014-03-02,2017-06-24,11,3,30.82,189,7,2673.29,2,4,3,9,At Risk,Nicole Hansen,Corporate
NK-18490,7,572.05,121.22,51,52.0,0.13,2015-05-28,2017-10-21,11,2,29.2,70,7,572.05,3,4,1,8,Potential Loyalists,Neil Knudson,Home Office
NL-18310,4,1418.09,343.64,44,141.81,0.06,2014-10-31,2017-11-02,10,3,28.15,58,4,1418.09,3,2,2,7,Need Attention,Nancy Lomonaco,Home Office
NM-18445,7,6459.34,2751.68,44,461.38,0.04,2014-02-08,2017-07-23,14,3,32.6,160,7,6459.34,2,4,5,11,Loyal Customers,Nathan Mautz,Home Office
NM-18520,10,2161.98,788.95,60,144.13,0.26,2015-09-08,2017-04-30,14,3,0.03,244,10,2161.98,1,5,3,9,At Risk,Neoma Murray,Consumer
NP-18325,6,5529.62,1208.89,77,263.32,0.06,2014-05-13,2017-12-05,21,3,24.79,25,6,5529.62,5,3,5,13,Champions,Naresj Patel,Consumer
NP-18670,5,3908.4,514.6,46,390.84,0.02,2015-02-27,2017-11-02,10,3,27.62,58,5,3908.4,3,2,4,9,Need Attention,Nora Paige,Consumer
NP-18685,6,1228.7,514.5,23,175.53,0.19,2014-03-07,2016-11-19,7,3,18.92,406,6,1228.7,1,3,2,6,At Risk,Nora Pelletier,Home Office
NP-18700,7,7903.18,631.23,63,607.94,0.2,2014-09-05,2017-08-14,12,3,-1.19,138,7,7903.18,2,4,5,11,Loyal Customers,Nora Preis,Consumer
NR-18550,5,2367.28,-25.15,37,182.1,0.22,2014-06-07,2017-06-03,13,3,-1.69,210,5,2367.28,2,2,3,7,Cant Lose Them,Nick Radford,Consumer
NS-18505,4,2575.86,-12.3,52,171.72,0.21,2016-11-24,2017-12-24,15,3,13.33,6,4,2575.86,5,2,3,10,Loyal Customers,Neola Schneider,Consumer
NS-18640,13,2964.82,-234.77,113,114.03,0.22,2014-06-25,2017-07-09,26,3,2.42,174,13,2964.82,2,5,4,11,Loyal Customers,Noel Staavos,Corporate
NW-18400,7,7234.01,1023.12,78,328.82,0.21,2014-06-21,2017-07-11,22,3,-0.45,172,7,7234.01,2,4,5,11,Loyal Customers,Natalie Webber,Consumer
NZ-18565,9,2488.31,402.42,77,124.42,0.18,2014-08-02,2017-10-06,19,3,15.36,85,9,2488.31,3,5,3,11,Loyal Customers,Nick Zandusky,Home Office
ON-18715,9,1567.52,-5.89,58,104.5,0.16,2014-09-13,2016-11-15,15,3,13.17,410,9,1567.52,1,5,2,8,At Risk,Odella Nelson,Corporate
OT-18730,5,3818.62,-925.12,51,381.86,0.16,2015-04-20,2017-10-26,10,2,8.56,65,5,3818.62,3,2,4,9,Need Attention,Olvera Toch,Consumer
PA-19060,6,729.41,225.86,27,104.2,0.19,2014-05-17,2017-09-18,7,2,20.68,103,6,729.41,3,3,1,7,Potential Loyalists,Pete Armstrong,Home Office
PB-18805,3,740.36,229.23,54,74.04,0.12,2015-11-20,2017-12-05,10,3,30.25,25,3,740.36,5,1,1,7,New Customers,Patrick Bzostek,Home Office
PB-19105,4,688.32,218.16,18,137.66,0.12,2014-11-15,2017-11-03,5,2,25.3,57,4,688.32,3,2,1,6,Need Attention,Peter Bühler,Consumer
PB-19150,8,1456.95,280.66,54,132.45,0.13,2014-07-14,2017-09-24,11,3,24.27,97,8,1456.95,3,4,2,9,Potential Loyalists,Philip Brown,Consumer
PB-19210,2,132.74,21.9,10,66.37,0.1,2014-11-23,2016-02-11,2,2,17.38,688,2,132.74,1,1,1,3,Lost/Hibernating,Phillip Breyer,Corporate
PC-18745,4,1832.06,272.68,22,366.41,0.22,2014-12-31,2017-12-28,5,2,4.83,2,4,1832.06,5,2,3,10,Loyal Customers,Pamela Coakley,Corporate
PC-19000,2,1061.49,-184.34,18,353.83,0.13,2014-04-08,2015-08-01,3,2,2.92,882,2,1061.49,1,1,2,4,Lost/Hibernating,Pauline Chand,Home Office
PF-19120,4,9062.86,-614.29,75,476.99,0.12,2014-05-05,2015-09-17,19,3,5.5,835,4,9062.86,1,2,5,8,Cant Lose Them,Peter Fuller,Consumer
PF-19165,6,2770.0,196.87,34,277.0,0.05,2014-09-20,2017-06-17,10,3,22.6,196,6,2770.0,2,3,4,9,At Risk,Philip Fox,Consumer
PF-19225,5,2206.13,591.31,32,220.61,0.06,2016-06-26,2017-09-07,10,3,27.68,114,5,2206.13,2,2,3,7,Cant Lose Them,Phillip Flathmann,Consumer
PG-18820,13,3086.91,137.46,83,118.73,0.17,2014-05-09,2017-11-24,25,3,0.72,36,13,3086.91,4,5,4,13,Champions,Patrick Gardner,Consumer
PG-18895,9,1987.16,334.52,61,116.89,0.09,2014-05-11,2017-11-03,17,3,19.76,57,9,1987.16,3,5,3,11,Loyal Customers,Paul Gonzalez,Consumer
PH-18790,1,729.65,47.89,6,364.82,0.2,2017-10-21,2017-10-21,2,1,8.75,70,1,729.65,3,1,1,5,Need Attention,Patricia Hirasaki,Home Office
PJ-18835,8,1220.09,442.14,46,93.85,0.08,2014-05-28,2017-11-21,13,2,31.92,39,8,1220.09,4,4,2,10,Loyal Customers,Patrick Jones,Corporate
PJ-19015,7,1824.23,683.0,25,182.42,0.08,2014-04-07,2017-08-18,10,3,25.95,134,7,1824.23,2,4,3,9,At Risk,Pauline Johnson,Consumer
PK-18910,2,1441.15,-798.7,14,480.38,0.37,2014-04-04,2016-09-03,3,2,-11.78,483,2,1441.15,1,1,2,4,Lost/Hibernating,Paul Knutson,Home Office
PK-19075,12,8646.93,2038.27,107,345.88,0.08,2014-11-11,2017-12-21,25,3,30.57,9,12,8646.93,5,5,5,15,Champions,Pete Kriz,Consumer
PL-18925,5,239.48,-0.75,29,29.94,0.25,2014-11-01,2017-12-15,8,3,-1.03,15,5,239.48,5,2,1,8,New Customers,Paul Lucas,Home Office
PM-18940,3,1405.4,157.88,16,351.35,0.15,2014-05-04,2016-12-09,4,2,10.71,386,3,1405.4,1,1,2,4,Lost/Hibernating,Paul MacIntyre,Consumer
PM-19135,4,4115.66,526.75,36,587.95,0.13,2015-12-19,2017-11-09,7,3,22.0,51,4,4115.66,4,2,4,10,Loyal Customers,Peter McVee,Home Office
PN-18775,8,1467.15,192.04,47,112.86,0.12,2015-08-07,2017-11-30,13,3,21.71,30,8,1467.15,4,4,2,10,Loyal Customers,Parhena Norris,Home Office
PO-18850,11,7473.83,38.48,91,339.72,0.21,2014-11-02,2017-12-26,22,3,11.22,4,11,7473.83,5,5,5,15,Champions,Patrick O'Brill,Consumer
PO-18865,7,2493.21,437.85,54,191.79,0.05,2014-03-23,2017-12-30,13,3,26.42,0,7,2493.21,5,4,3,12,Loyal Customers,Patrick O'Donnell,Consumer
PO-19180,9,4893.04,1155.43,65,271.84,0.11,2015-08-11,2017-07-23,18,3,19.63,160,9,4893.04,2,5,5,12,Loyal Customers,Philisse Overcash,Home Office
PO-19195,5,1056.86,-49.7,32,105.69,0.19,2014-01-04,2017-10-05,10,3,3.24,86,5,1056.86,3,2,2,7,Need Attention,Phillina Ober,Home Office
PP-18955,10,7252.61,1495.09,138,213.31,0.11,2014-08-26,2017-09-24,34,3,19.48,97,10,7252.61,3,5,5,13,Champions,Paul Prost,Home Office
PR-18880,5,1840.18,247.62,43,153.35,0.12,2014-09-05,2017-11-24,12,3,21.94,36,5,1840.18,4,2,3,9,New Customers,Patrick Ryan,Consumer
PS-18760,6,2181.48,-134.44,75,103.88,0.22,2014-06-15,2017-09-14,21,3,-0.25,107,6,2181.48,2,3,3,8,At Risk,Pamela Stobb,Consumer
PS-18970,8,1278.64,198.51,52,98.36,0.05,2014-04-15,2017-10-22,13,2,26.95,69,8,1278.64,3,4,2,9,Potential Loyalists,Paul Stevenson,Home Office
PS-19045,7,6843.63,1742.73,47,526.43,0.08,2014-12-20,2017-05-08,13,3,22.31,236,7,6843.63,1,4,5,10,Loyal Customers,Penelope Sewall,Home Office
PT-19090,4,160.57,-20.05,19,22.94,0.37,2014-09-12,2017-10-20,7,2,-39.11,71,4,160.57,3,2,1,6,Need Attention,Pete Takahito,Consumer
PV-18985,5,2876.05,434.53,52,221.23,0.08,2014-07-12,2017-10-02,13,3,28.11,89,5,2876.05,3,2,4,9,Need Attention,Paul Van Hugh,Home Office
PW-19030,10,3454.92,803.82,48,265.76,0.04,2014-05-16,2017-11-14,13,3,29.59,46,10,3454.92,4,5,4,13,Champions,Pauline Webber,Corporate
PW-19240,7,3922.42,1290.35,39,326.87,0.17,2014-11-18,2016-09-22,12,3,13.83,464,7,3922.42,1,4,4,9,At Risk,Pierre Wener,Consumer
QJ-19255,9,6108.34,1203.68,61,469.87,0.12,2014-03-17,2017-12-05,13,3,19.24,25,9,6108.34,5,5,5,15,Champions,Quincy Jones,Corporate
RA-19285,9,2617.91,546.09,58,153.99,0.16,2014-12-13,2017-12-25,17,3,12.07,5,9,2617.91,5,5,3,13,Champions,Ralph Arnett,Consumer
RA-19885,7,3832.31,1292.87,53,255.49,0.04,2014-04-08,2017-11-17,15,3,36.1,43,7,3832.31,4,4,4,12,Loyal Customers,Ruben Ausman,Corporate
RA-19915,9,4793.54,304.87,75,217.89,0.28,2014-06-30,2017-12-18,22,3,-24.37,12,9,4793.54,5,5,5,15,Champions,Russell Applegate,Consumer
RA-19945,5,1686.92,-445.7,27,187.44,0.32,2014-08-29,2017-10-30,9,3,-16.91,61,5,1686.92,3,2,2,7,Need Attention,Ryan Akin,Consumer
RB-19330,2,1008.2,-164.41,16,168.03,0.32,2014-11-17,2017-10-23,6,3,-25.92,68,2,1008.2,3,1,2,6,Need Attention,Randy Bradley,Consumer
RB-19360,6,15117.34,6976.1,71,839.85,0.09,2016-04-01,2017-09-25,18,3,20.96,96,6,15117.34,3,3,5,11,Loyal Customers,Raymond Buch,Consumer
RB-19435,8,2663.09,477.24,66,166.44,0.16,2014-03-11,2017-12-11,16,3,2.56,19,8,2663.09,5,4,3,12,Loyal Customers,Richard Bierner,Consumer
RB-19465,12,4715.47,640.55,85,205.02,0.13,2014-03-14,2017-12-21,22,3,16.64,9,12,4715.47,5,5,5,15,Champions,Rick Bensley,Home Office
RB-19570,5,528.55,76.89,35,58.73,0.17,2016-04-28,2017-12-05,9,3,14.44,25,5,528.55,5,2,1,8,New Customers,Rob Beeghly,Consumer
RB-19645,5,221.08,72.68,29,31.58,0.14,2014-08-23,2016-03-22,7,3,33.32,648,5,221.08,1,2,1,4,Lost/Hibernating,Robert Barroso,Corporate
RB-19705,4,2067.45,243.08,22,295.35,0.16,2015-08-22,2017-11-06,7,3,1.34,54,4,2067.45,3,2,3,8,Need Attention,Roger Barcio,Home Office
RB-19795,8,5633.32,-461.73,92,312.96,0.25,2014-06-03,2017-11-28,17,3,4.04,32,8,5633.32,4,4,5,13,Champions,Ross Baird,Home Office
RC-19825,6,966.41,63.99,29,96.64,0.11,2014-12-05,2016-12-26,10,3,21.09,369,6,966.41,1,3,2,6,At Risk,Roy Collins,Consumer
RC-19960,6,885.75,10.56,44,80.52,0.17,2014-08-25,2017-09-11,11,3,21.57,110,6,885.75,2,3,1,6,At Risk,Ryan Crowe,Consumer
RD-19480,8,4272.93,480.59,60,284.86,0.11,2014-06-08,2017-10-19,14,3,26.1,72,8,4272.93,3,4,4,11,Loyal Customers,Rick Duston,Consumer
RD-19585,10,2912.89,734.52,73,153.31,0.03,2014-04-02,2017-07-03,19,3,33.59,180,10,2912.89,2,5,4,11,Loyal Customers,Rob Dowd,Consumer
RD-19660,5,2786.63,835.77,23,557.33,0.08,2015-04-12,2017-09-07,5,2,17.25,114,5,2786.63,2,2,4,8,Cant Lose Them,Robert Dilbeck,Home Office
RD-19720,10,1419.74,207.33,78,70.99,0.16,2014-07-20,2017-12-09,20,3,13.56,21,10,1419.74,5,5,2,12,Loyal Customers,Roger Demir,Consumer
